HD,city,state,LO,city,state,address,city,store,time,url,zipcode,STATE,STATENS,STATE_NAME,STUSAB,NAME,population,under44_1,under44_2,under44_3,older65_1,older_65_2,income_per_capita,industrial_managers,construction_managers,farmers,realestate,construction_workers,state:1,place
3,Scottsdale,4,2,Scottsdale,4,North Hayden Road,Scottsdale,LOW,1597172227.31088,https://www.lowes.com/,85257,4,1779777,Arizona,AZ,"Scottsdale city, Arizona",246026,15886,32580,28334,32139,25470,59953,,,,,,4,65000
1,Seabrook,33,1,Seabrook,33,Autumn Way,Seabrook,LOW,1597173138.71771,https://www.lowes.com/,3874,33,1779794,New Hampshire,NH,"Seabrook Beach CDP, New Hampshire",841,65,36,0,215,98,67618,,,,,,33,68340
1,Seaside,6,,,,1590 Canyon Del Rey Blvd,Seaside,HD,1597100312.64911,https://www.homedepot.com/,93955,6,1779778,California,CA,"Seaside city, California",34077,3923,6128,4363,1943,1619,24726,,,,,,6,70742
3,Seattle,53,2,Seattle,53,North 127th Street,Seattle,LOW,1597173780.44458,https://www.lowes.com/,98133,53,1779804,Washington,WA,"Seattle city, Washington",708823,75785,163853,111135,52291,35115,55789,,,,,,53,63000
1,Sebastian,12,,,,13361 Us Hwy 1,Sebastian,HD,1597100345.05374,https://www.homedepot.com/,32958,12,294478,Florida,FL,"Sebastian city, Florida",24536,1149,1889,2134,4190,3945,27206,,,,,,12,64825
1,Sebring,12,,,,2303 Us Hwy 27 N,Sebring,HD,1597100345.09136,https://www.homedepot.com/,33870,12,294478,Florida,FL,"Sebring city, Florida",10636,652,1326,912,1345,1828,22083,,,,,,12,64875
1,Secaucus,34,,,,1055 Paterson Plank Rd,Secaucus,HD,1597100551.0319,https://www.homedepot.com/,7094,34,1779795,New Jersey,NJ,"Secaucus town, New Jersey",19390,1353,3113,2960,1613,1577,46922,,,,,,34,66570
1,Seekonk,25,1,Seekonk,25,95 Highland Avenue,Seekonk,HD,1597100445.55101,https://www.homedepot.com/,2771,25,606926,Massachusetts,MA,"North Seekonk CDP, Massachusetts",2534,24,292,304,229,165,34799,,,,,,25,49200
1,Seguin,48,,,,201 W I-10,Seguin,HD,1597100824.92741,https://www.homedepot.com/,78155,48,1779801,Texas,TX,"Seguin city, Texas",28357,3266,4186,3067,2611,2498,23601,,,,,,48,66644
1,Selden,36,,,,401 Independence Plaza,Selden,HD,1597100604.47495,https://www.homedepot.com/,11784,36,1779796,New York,NY,"Selden CDP, New York",19770,2119,2570,2587,1511,1205,33853,,,,,,36,66212
1,Selma,48,,,,8138 Agora Pkwy,Selma,HD,1597100821.07127,https://www.homedepot.com/,78154,48,1779801,Texas,TX,"Selma city, Texas",9895,666,2050,1580,375,184,31111,,,,,,48,66704
1,Selma,6,,,,3175 Highland Ave,Selma,HD,1597100312.68077,https://www.homedepot.com/,93662,6,1779778,California,CA,"Selma city, California",24598,2812,3564,3631,1267,1214,16552,,,,,,6,70882
1,Seminole,12,,,,10550 Park Blvd,Seminole,HD,1597100345.12701,https://www.homedepot.com/,33772,12,294478,Florida,FL,"Midway CDP (Seminole County), Florida",1597,124,237,231,124,132,16071,,,,,,12,45475
1,Seneca,45,1,Seneca,45,3030,Seneca,LOW,1597173514.90202,https://www.lowes.com/,14456,45,1779799,South Carolina,SC,"Seneca city, South Carolina",8290,522,988,1044,834,1060,25699,,,,,,45,65095
1,Sequim,53,,,,1145 W Washington St,Sequim,HD,1597100896.8958,https://www.homedepot.com/,98382,53,1779804,Washington,WA,"Sequim city, Washington",7100,491,545,534,1179,1611,27982,,,,,,53,63385
1,Sevierville,47,1,Sevierville,47,River North Boulevard,Sevierville,LOW,1597173579.60366,https://www.lowes.com/,37864,47,1325873,Tennessee,TN,"Sevierville city, Tennessee",16439,1167,2230,2108,1784,1539,23830,,,,,,47,67120
1,Seymour,18,,,,1714 Tipton Street,Seymour,HD,1597100388.27642,https://www.homedepot.com/,47274,18,448508,Indiana,IN,"Seymour city, Indiana",19357,1235,2912,2760,1412,1370,22748,,,,,,18,68832
1,Shakopee,27,1,Shakopee,27,Eagle Creek Boulevard,Shakopee,LOW,1597172928.18359,https://www.lowes.com/,55379,27,662849,Minnesota,MN,"Shakopee city, Minnesota",40418,3367,5887,6874,2001,1462,33631,,,,,,27,59350
1,Shallotte,37,1,Shallotte,37,Bridger Road,Shallotte,LOW,1597173075.36617,https://www.lowes.com/,28470,37,1027616,North Carolina,NC,"Shallotte town, North Carolina",3961,225,411,359,586,407,28076,,,,,,37,60800
1,Shawnee,20,1,Shawnee,20,16300,Shawnee,LOW,1597172688.3607,https://www.lowes.com/,66217,20,481813,Kansas,KS,"Shawnee city, Kansas",65239,5362,7845,9500,5121,3150,39901,,,,,,20,64500
1,Shelby Township,26,,,,8760 26 Mile Road,Shelby Township,HD,1597100469.15124,https://www.homedepot.com/,48316,26,1779789,Michigan,MI,,,,,,,,,,,,,,,
1,Sheridan,56,,,,2050 Coffeen Avenue,Sheridan,HD,1597100934.73536,https://www.homedepot.com/,82801,56,1779807,Wyoming,WY,"Sheridan city, Wyoming",17825,1536,2907,2026,1704,1601,31635,,,,,,56,69845
1,Sherman,48,1,Sherman,48,601 Northcreek Dr,Sherman,HD,1597100824.99396,https://www.homedepot.com/,75092,48,1779801,Texas,TX,"Sherman city, Texas",41149,4428,5990,5308,3348,2277,23199,,,,,,48,67496
1,Sherwood,41,,,,20260 Sw Pacific Hwy,Sherwood,HD,1597100680.41451,https://www.homedepot.com/,97140,41,1155107,Oregon,OR,"Sherwood city, Oregon",19337,1384,1509,3589,959,744,40220,,,,,,41,67100
1,Shirley,36,,,,399 William Floyd Pkwy,Shirley,HD,1597100604.62205,https://www.homedepot.com/,11967,36,1779796,New York,NY,"Shirley CDP, New York",28698,3307,3800,3959,1727,1014,31013,,,,,,36,67070
1,Shoreline,53,,,,1335 N 205th St,Shoreline,HD,1597100892.37639,https://www.homedepot.com/,98133,53,1779804,Washington,WA,"Shoreline city, Washington",56020,3345,8273,7927,5501,4348,40778,,,,,,53,63960
1,Shorewood,17,,,,621 Brookforest Ave,Shorewood,HD,1597100379.82312,https://www.homedepot.com/,60404,17,1779784,Illinois,IL,"Shorewood village, Illinois",17026,1368,1698,2330,1613,1124,42861,,,,,,17,69758
1,Show Low,4,1,Show Low,4,Forest Avenue,Show Low,LOW,1597172227.82049,https://www.lowes.com/,85929,4,1779777,Arizona,AZ,"Show Low city, Arizona",11014,722,1489,978,1438,1111,23853,,,,,,4,66470
2,Shreveport,22,2,Shreveport,22,Mansfield Road,Shreveport,LOW,1597172758.84013,https://www.lowes.com/,71118,22,1629543,Louisiana,LA,"Shreveport city, Louisiana",193785,17887,29858,23669,16738,12699,25022,,,,,,22,70000
1,Shrewsbury,25,,,,530 Turnpike Road,Shrewsbury,HD,1597100445.6095,https://www.homedepot.com/,1545,25,606926,Massachusetts,MA,,,,,,,,,,,,,,,
1,Sicklerville,34,,,,2735 Route 42,Sicklerville,HD,1597100551.57322,https://www.homedepot.com/,8081,34,1779795,New Jersey,NJ,,,,,,,,,,,,,,,
1,Sierra Vista,4,1,Sierra Vista,4,Avenida Escuela,Sierra Vista,LOW,1597172228.31877,https://www.lowes.com/,85635,4,1779777,Arizona,AZ,"Sierra Vista city, Arizona",43550,4600,6498,5122,3945,3824,29619,,,,,,4,66820
2,Signal Hill,6,,,,751 Spring Street,Signal Hill,HD,1597100309.35479,https://www.homedepot.com/,90755,6,1779778,California,CA,"Signal Hill city, California",11538,991,2079,1616,918,340,37553,,,,,,6,71876
1,Silver Spring,24,,,,2300 Broadbirch Drive,Silver Spring,HD,1597100431.76318,https://www.homedepot.com/,20904,24,1714934,Maryland,MD,"Silver Spring CDP, Maryland",79750,6721,15732,13677,5248,2979,42773,,,,,,24,72450
1,Silverdale,53,1,Silverdale,53,Northwest Myhre Road,Silverdale,LOW,1597173781.13408,https://www.lowes.com/,98383,53,1779804,Washington,WA,"Silverdale CDP, Washington",21071,2770,3338,2565,1823,1111,35646,,,,,,53,64365
1,Simi Valley,6,1,Simi Valley,6,575 Cochran St,Simi Valley,HD,1597100312.75497,https://www.homedepot.com/,93065,6,1779778,California,CA,"Simi Valley city, California",126199,11259,15771,16243,11115,7101,40617,,,,,,6,72016
1,Simpsonville,45,1,Simpsonville,45,Grandview Drive,Simpsonville,LOW,1597173515.36362,https://www.lowes.com/,29680,45,1779799,South Carolina,SC,"Simpsonville city, South Carolina",21423,1726,2756,3224,1818,938,30390,,,,,,45,66580
1,Sioux City,19,1,Sioux City,19,Sunnybrook Drive,Sioux City,LOW,1597172566.0394,https://www.lowes.com/,51106,19,1779785,Iowa,IA,"Sioux City city, Iowa",82486,8969,11592,9847,6189,5028,26151,,,,,,19,73335
1,Sioux Falls,46,1,Sioux Falls,46,Lake Shore Boulevard,Sioux Falls,LOW,1597173541.61541,https://www.lowes.com/,57105,46,1785534,South Dakota,SD,"Sioux Falls city, South Dakota",174151,16306,29226,22824,12570,8668,31802,,,,,,46,59020
2,Slidell,22,1,Slidell,22,Yaupon Drive,Slidell,LOW,1597172759.34441,https://www.lowes.com/,70461,22,1629543,Louisiana,LA,"Slidell city, Louisiana",27769,2034,3977,3452,2649,2078,26859,,,,,,22,70805
1,Smithfield,44,,,,371 Putnam Pike,Smithfield,HD,1597100736.19363,https://www.homedepot.com/,2917,44,1219835,Rhode Island,RI,,,,,,,,,,,,,,,
1,Smyrna,47,,,,551 President Place,Smyrna,HD,1597100769.27846,https://www.homedepot.com/,37167,47,1325873,Tennessee,TN,"Smyrna town, Tennessee",48361,5077,7322,6946,3138,1671,26147,,,,,,47,69420
1,Snellville,13,,,,1670 Scenic Hwy N,Snellville,HD,1597100356.74281,https://www.homedepot.com/,30078,13,1705317,Georgia,GA,"Snellville city, Georgia",19631,1688,2727,2693,1794,1484,26699,,,,,,13,71604
1,Snohomish,53,,,,2601 Bickford Avenue,Snohomish,HD,1597100897.06864,https://www.homedepot.com/,98290,53,1779804,Washington,WA,"Snohomish city, Washington",9875,748,1471,1148,874,550,31565,,,,,,53,65170
1,Somerset,25,,,,535 Grand Army Hwy,Somerset,HD,1597100445.65649,https://www.homedepot.com/,2726,25,606926,Massachusetts,MA,"Somerset CDP, Massachusetts",18207,949,2270,1948,2166,2051,35613,,,,,,25,62465
1,Somersworth,33,,,,12 Commercial Drive,Somersworth,HD,1597100527.4316,https://www.homedepot.com/,3878,33,1779794,New Hampshire,NH,"Somersworth city, New Hampshire",11883,811,2034,1207,848,743,30723,,,,,,33,69940
1,Somerville,25,,,,75 Mystic Ave,Somerville,HD,1597100445.71017,https://www.homedepot.com/,2145,25,606926,Massachusetts,MA,"Somerville city, Massachusetts",80434,11571,26925,11313,4232,3114,47276,,,,,,25,62535
1,Soquel,6,,,,2600 41st Avenue,Soquel,HD,1597100312.78657,https://www.homedepot.com/,95073,6,1779778,California,CA,"Soquel CDP, California",10862,1075,1211,1461,1084,485,41931,,,,,,6,72688
1,Souderton,42,,,,782 Route 113,Souderton,HD,1597100727.92673,https://www.homedepot.com/,18964,42,1779798,Pennsylvania,PA,"Souderton borough, Pennsylvania",6910,571,1110,948,461,448,31325,,,,,,42,71856
1,South Attleboro,25,,,,1100 Newport Ave,South Attleboro,HD,1597100445.38333,https://www.homedepot.com/,2703,25,606926,Massachusetts,MA,,,,,,,,,,,,,,,
1,South Elgin,17,,,,440 Randall Road,South Elgin,HD,1597100379.86162,https://www.homedepot.com/,60177,17,1779784,Illinois,IL,"South Elgin village, Illinois",22522,1897,2445,3345,1134,939,37280,,,,,,17,70720
1,South Hill,51,,,,250 Frank D Harris Dr,South Hill,HD,1597100871.98237,https://www.homedepot.com/,23970,51,1779803,Virginia,VA,"South Hill town, Virginia",4411,457,441,428,368,534,21596,,,,,,51,73904
1,South Ozone Park,36,,,,11220 Rockaway Blvd,South Ozone Park,HD,1597100603.89588,https://www.homedepot.com/,11420,36,1779796,New York,NY,,,,,,,,,,,,,,,
1,South Plainfield,34,,,,3100 Hamilton Blvd,South Plainfield,HD,1597100550.97312,https://www.homedepot.com/,7080,34,1779795,New Jersey,NJ,"South Plainfield borough, New Jersey",23906,1663,3129,3216,2240,1647,37145,,,,,,34,69390
1,South Portland,23,,,,300 Clarks Pond Pkwy,South Portland,HD,1597100421.26295,https://www.homedepot.com/,4106,23,1779787,Maine,ME,"South Portland city, Maine",25515,2835,3232,3291,2502,1661,36385,,,,,,23,71990
1,South Setauket,36,,,,255 Pond Path,South Setauket,HD,1597100604.77349,https://www.homedepot.com/,11720,36,1779796,New York,NY,,,,,,,,,,,,,,,
1,Southfield,26,1,Southfield,26,Thornapple Drive,Southfield,LOW,1597172898.4969,https://www.lowes.com/,48037,26,1779789,Michigan,MI,"Southfield city, Michigan",73392,6548,9643,9097,8130,6125,31899,,,,,,26,74900
2,Southington,9,1,Southington,9,Executive Boulevard South,Southington,LOW,1597172364.15711,https://www.lowes.com/,6489,9,1779780,Connecticut,CT,,,,,,,,,,,,,,,
1,Southlake,48,1,Southlake,48,East State Highway 114,Southlake,LOW,1597173654.13793,https://www.lowes.com/,76051,48,1779801,Texas,TX,"Southlake city, Texas",30840,1278,1507,4210,1768,893,85864,,,,,,48,69032
1,Sparks,32,1,Sparks,32,Scheels Drive,Sparks,LOW,1597173229.96323,https://www.lowes.com/,89431-5025,32,1779793,Nevada,NV,"Sparks city, Nevada",98524,7955,14209,12611,9689,5355,30121,,,,,,32,68400
2,Spartanburg,45,2,Spartanburg,45,2300 E Main Street,Spartanburg,HD,1597100748.40336,https://www.homedepot.com/,29307,45,1779799,South Carolina,SC,"Spartanburg city, South Carolina",37370,4951,5499,3689,3265,2770,25158,,,,,,45,68290
1,Spokane,53,1,Spokane,53,9116 N Newport Hwy,Spokane,HD,1597100895.91999,https://www.homedepot.com/,99218,53,1779804,Washington,WA,"Fairwood CDP (Spokane County), Washington",8554,718,1011,1037,1066,582,30352,,,,,,53,23165
1,Spokane Valley,53,1,Spokane Valley,53,South Carnahan Road,Spokane Valley,LOW,1597173782.20068,https://www.lowes.com/,99211,53,1779804,Washington,WA,"Spokane Valley city, Washington",96070,7186,16169,11493,8674,6868,26907,,,,,,53,67167
2,Spring,48,,,,22310 Kuykendahl Rd,Spring,HD,1597100820.17153,https://www.homedepot.com/,77389,48,1779801,Texas,TX,"Carrizo Springs city, Texas",5676,428,751,759,534,439,16313,,,,,,48,12988
1,Spring Hill,12,1,Spring Hill,12,Berkeley Heights Avenue,Spring Hill,LOW,1597172468.50658,https://www.lowes.com/,34606,12,294478,Florida,FL,"Spring Hill CDP, Florida",107855,7909,12167,12539,13533,11175,23292,,,,,,12,68350
1,Spring Hill,47,1,Spring Hill,47,Belshire Way,Spring Hill,LOW,1597173581.10707,https://www.lowes.com/,37179,47,1325873,Tennessee,TN,"Spring Hill city, Tennessee",37830,2309,5159,6930,2094,1149,32956,,,,,,47,70580
1,Spring Valley,48,,,,8400 Katy Freeway,Spring Valley,HD,1597100825.49444,https://www.homedepot.com/,77024,48,1779801,Texas,TX,"Spring Valley Village city, Texas",4239,103,406,635,281,219,83944,,,,,,48,69830
1,Springfield,29,2,Springfield,29,Oakland Avenue,Springfield,LOW,1597172965.87072,https://www.lowes.com/,65803,29,1779791,Missouri,MO,"Springfield city, Missouri",166633,32139,26091,17329,13081,12799,22288,,,,,,29,70000
1,Springfield,39,1,Springfield,39,US Route 68,Springfield,LOW,1597173337.64419,https://www.lowes.com/,45504,39,1085497,Ohio,OH,"East Springfield CDP, Ohio",511,0,94,57,0,0,11946,,,,,,39,24066
1,Springfield,51,,,,6691 Frontier Road,Springfield,HD,1597100872.12613,https://www.homedepot.com/,22150,51,1779803,Virginia,VA,"Springfield CDP, West Virginia",272,0,0,32,35,52,27013,,,,,,54,76084
1,Stafford,51,1,Stafford,51,Staffordborough Boulevard,Stafford,LOW,1597173725.84324,https://www.lowes.com/,22556,51,1779803,Virginia,VA,"Stafford Courthouse CDP, Virginia",3786,492,1246,626,135,21,24169,,,,,,51,74916
1,Stafford Township,34,,,,197 Route 72 West,Stafford Township,HD,1597100549.89367,https://www.homedepot.com/,8050,34,1779795,New Jersey,NJ,,,,,,,,,,,,,,,
1,Stamford,9,,,,1925 West Main Street,Stamford,HD,1597100326.12269,https://www.homedepot.com/,6902,9,1779780,Connecticut,CT,"Stamford city, Connecticut",129026,11138,21656,18357,10166,8379,55059,,,,,,9,73000
1,Stanton,6,,,,12131 Beach Blvd,Stanton,HD,1597100312.92557,https://www.homedepot.com/,90680,6,1779778,California,CA,"Stanton city, California",38509,3670,5981,5287,2823,1543,21445,,,,,,6,73962
1,State College,42,1,State College,42,2615 Greentech Drive,State College,HD,1597100729.27685,https://www.homedepot.com/,16803,42,1779798,Pennsylvania,PA,"State College borough, Pennsylvania",42256,26467,5178,1977,1231,1109,19087,,,,,,42,73808
3,Staten Island,36,,,,545 Targee Street,Staten Island,HD,1597100605.14455,https://www.homedepot.com/,10304,36,1779796,New York,NY,,,,,,,,,,,,,,,
1,Statesville,37,1,Statesville,37,240 Turnersburg Hwy,Statesville,HD,1597100621.69614,https://www.homedepot.com/,28625,37,1027616,North Carolina,NC,"Statesville city, North Carolina",26263,2169,3217,3732,2167,1723,22876,,,,,,37,64740
1,Sterling,51,,,,46261 Cranston Way,Sterling,HD,1597100872.26117,https://www.homedepot.com/,20165,51,1779803,Virginia,VA,"Sterling CDP, Virginia",30403,3377,4611,4937,1952,933,35827,,,,,,51,75376
1,Sterling,8,,,,1614 W Main Street,Sterling,HD,1597100320.71374,https://www.homedepot.com/,80751,8,1779779,Colorado,CO,"Sterling city, Colorado",13775,1810,2047,1518,1136,1121,22140,,,,,,8,73935
1,Sterling Heights,26,,,,37000 Van Dyke Ave,Sterling Heights,HD,1597100469.30314,https://www.homedepot.com/,48312,26,1779789,Michigan,MI,"Sterling Heights city, Michigan",132470,12246,18529,15571,13192,10221,30030,,,,,,26,76460
2,Stockton,6,2,Stockton,6,5010 Feather River Dr,Stockton,HD,1597100313.8422,https://www.homedepot.com/,95219,6,1779778,California,CA,"Stockton city, California",306283,32338,45714,37982,21899,14652,22904,,,,,,6,75000
1,Stratford,9,,,,350 Barnum Ave Cutoff,Stratford,HD,1597100326.16343,https://www.homedepot.com/,6614,9,1779780,Connecticut,CT,"Stratford CDP, Connecticut",52279,4590,6270,6179,5421,4703,37485,,,,,,9,74260
1,Streetsboro,39,1,Streetsboro,39,9585 State Route 14,Streetsboro,HD,1597100655.11638,https://www.homedepot.com/,44241,39,1085497,Ohio,OH,"Streetsboro city, Ohio",16395,1676,2178,2060,1337,1006,30606,,,,,,39,75014
1,Strongsville,39,1,Strongsville,39,Pearl Road,Strongsville,LOW,1597173340.06468,https://www.lowes.com/,44136,39,1085497,Ohio,OH,"Strongsville city, Ohio",44752,2988,4658,4849,5086,4073,43978,,,,,,39,75098
1,Stroudsburg,42,,,,150 Pocono Commons,Stroudsburg,HD,1597100730.03937,https://www.homedepot.com/,18360,42,1779798,Pennsylvania,PA,"Stroudsburg borough, Pennsylvania",5501,583,512,671,573,350,25786,,,,,,42,74888
1,Stuart,12,1,Stuart,12,3030 Se Federal Hwy,Stuart,HD,1597100345.61801,https://www.homedepot.com/,34994,12,294478,Florida,FL,"Stuart city, Florida",16100,1038,1911,1869,1789,2229,31634,,,,,,12,68875
1,Succasunna,34,,,,281 Route 10 Ste 04,Succasunna,HD,1597100550.86606,https://www.homedepot.com/,7876,34,1779795,New Jersey,NJ,"Succasunna CDP, New Jersey",8681,628,890,797,936,651,55144,,,,,,34,71370
2,Sugar Land,48,1,Sugar Land,48,Rosebay Court,Sugar Land,LOW,1597173655.15417,https://www.lowes.com/,77479,48,1779801,Texas,TX,"Sugar Land city, Texas",118182,8803,12125,15642,10756,6344,52393,,,,,,48,70808
1,Summerville,45,,,,190 Marymeade Dr,Summerville,HD,1597100749.84393,https://www.homedepot.com/,29483,45,1779799,South Carolina,SC,"Summerville town, South Carolina",50894,4690,6876,6623,4452,2256,29998,,,,,,45,70270
1,Sunnyvale,6,1,Sunnyvale,6,811,Sunnyvale,LOW,1597172310.52917,https://www.lowes.com/,94085,6,1779778,California,CA,"Sunnyvale city, California",152323,8800,34474,24686,9552,8432,62891,,,,,,6,77000
2,Sunrise,12,1,Sunrise,12,Northwest 84th Terrace,Sunrise,LOW,1597172470.02153,https://www.lowes.com/,33351,12,294478,Florida,FL,"Sunrise city, Florida",93199,8060,13892,12335,8401,6933,26343,,,,,,12,69700
1,Sunset Valley,48,,,,1200 Home Depot Blvd,Sunset Valley,HD,1597100824.56427,https://www.homedepot.com/,78745,48,1779801,Texas,TX,"Sunset Valley city, Texas",547,13,40,136,47,52,75087,,,,,,48,71324
1,Surprise,4,1,Surprise,4,13760 W Bell Rd,Surprise,HD,1597100295.19121,https://www.homedepot.com/,85374,4,1779777,Arizona,AZ,"Surprise city, Arizona",132904,9244,15048,17549,17290,12223,29509,,,,,,4,71510
2,Suwanee,13,2,Suwanee,13,Redbridge Avenue,Suwanee,LOW,1597172513.69206,https://www.lowes.com/,30024,13,1705317,Georgia,GA,"Suwanee city, Georgia",19215,1644,2194,3196,1428,551,38141,,,,,,13,74936
1,Swatara,42,,,,4200 Derry Street,Swatara,HD,1597100727.78389,https://www.homedepot.com/,17111,42,1779798,Pennsylvania,PA,,,,,,,,,,,,,,,
1,Sykesville,24,,,,1326 Londontown Blvd,Sykesville,HD,1597100430.73602,https://www.homedepot.com/,21784,24,1714934,Maryland,MD,"Sykesville town, Maryland",3944,183,712,482,333,147,46286,,,,,,24,76550
1,Sylacauga,1,,,,41310 Us Hwy 280,Sylacauga,HD,1597100287.76221,https://www.homedepot.com/,35150,1,1779775,Alabama,AL,"Sylacauga city, Alabama",12397,1038,1674,1435,936,961,20820,,,,,,1,74352
1,Syosset,36,,,,111 Jericho Turnpike,Syosset,HD,1597100605.28116,https://www.homedepot.com/,11791,36,1779796,New York,NY,"Syosset CDP, New York",19559,1569,1304,2487,1893,1345,64820,,,,,,36,72554
3,Tacoma,53,1,Tacoma,53,7050 Tacoma Mall Blvd,Tacoma,HD,1597100897.31589,https://www.homedepot.com/,98409,53,1779804,Washington,WA,"Tacoma city, Washington",210103,20697,36501,28228,15866,11172,31252,,,,,,53,70000
2,Tallahassee,12,2,Tallahassee,12,Commonwealth Boulevard,Tallahassee,LOW,1597172470.51042,https://www.lowes.com/,32303,12,294478,Florida,FL,"Tallahassee city, Florida",190180,55222,31805,19087,11659,7305,26787,,,,,,12,70600
7,Tampa,12,,,,9941 E Adamo Dr,Tampa,HD,1597100340.13498,https://www.homedepot.com/,33619,12,294478,Florida,FL,"Tampa city, Florida",376345,40931,62860,50975,27560,18810,34570,,,,,,12,71000
1,Tamuning,66,,,,295 Chalan Pasaheru Route 10a,Tamuning,HD,1597100936.57544,https://www.homedepot.com/,96913,66,1802705,Guam,GU,,,,,,,,,,,,,,,
1,Taunton,25,,,,899 County Street,Taunton,HD,1597100445.80067,https://www.homedepot.com/,2780,25,606926,Massachusetts,MA,"Taunton city, Massachusetts",56963,4354,8236,6928,5017,3657,30925,,,,,,25,69170
2,Taylor,26,,,,21100 Penn Street,Taylor,HD,1597100469.35042,https://www.homedepot.com/,48180,26,1779789,Michigan,MI,"Taylor city, Michigan",61574,5523,8775,7077,5208,4037,23336,,,,,,26,79000
1,Tehachapi,6,,,,507 North Mill Street,Tehachapi,HD,1597100313.06593,https://www.homedepot.com/,93561,6,1779778,California,CA,"Tehachapi city, California",12753,1004,2290,2366,902,579,18904,,,,,,6,78092
1,Temecula,6,1,Temecula,6,Stanford Drive,Temecula,LOW,1597172311.03117,https://www.lowes.com/,92591,6,1779778,California,CA,"Temecula city, California",112230,10031,14834,14957,7363,4171,34135,,,,,,6,78120
2,Tempe,4,1,Tempe,4,East Colgate Drive,Tempe,LOW,1597172229.32979,https://www.lowes.com/,85252,4,1779777,Arizona,AZ,"Tempe city, Arizona",183652,45789,38454,18722,11145,7272,29786,,,,,,4,73000
1,Temple,48,1,Temple,48,605,Temple,LOW,1597173656.45119,https://www.lowes.com/,76502,48,1779801,Texas,TX,"Temple city, Texas",73143,6355,11270,9102,6005,5044,26956,,,,,,48,72176
1,Terrell,48,,,,151 Windsor Ave,Terrell,HD,1597100825.86196,https://www.homedepot.com/,75160,48,1779801,Texas,TX,"Terrell city, Texas",17378,1854,2115,2490,1486,1223,21175,,,,,,48,72284
1,Tewksbury,25,,,,85 Main Street,Tewksbury,HD,1597100445.84387,https://www.homedepot.com/,1876,25,606926,Massachusetts,MA,,,,,,,,,,,,,,,
1,Texarkana,48,1,Texarkana,48,501,Texarkana,LOW,1597173656.89986,https://www.lowes.com/,75501,48,1779801,Texas,TX,"Texarkana city, Texas",37277,3314,4880,4720,2678,2824,26730,,,,,,48,72368
1,Thatcher,4,,,,750 S 20th Avenue,Thatcher,HD,1597100295.33383,https://www.homedepot.com/,85552,4,1779777,Arizona,AZ,"Thatcher town, Arizona",5030,973,425,672,390,232,21679,,,,,,4,73420
1,The Colony,48,,,,5321 Highway 121,The Colony,HD,1597100826.03617,https://www.homedepot.com/,75056,48,1779801,Texas,TX,"The Colony city, Texas",42215,3278,8595,6779,2228,751,41956,,,,,,48,72530
1,The Dalles,41,,,,3600 W 6th Street,The Dalles,HD,1597100680.51272,https://www.homedepot.com/,97058,41,1155107,Oregon,OR,"The Dalles city, Oregon",15320,1239,2045,1795,1609,1453,24254,,,,,,41,72950
1,Thomaston,13,,,,1025 Hwy 19 North,Thomaston,HD,1597100356.8202,https://www.homedepot.com/,30286,13,1705317,Georgia,GA,"Thomaston city, Georgia",8802,1009,1148,1016,688,739,18669,,,,,,13,76168
2,Thornton,8,,,,16420 Washington Street,Thornton,HD,1597100320.34473,https://www.homedepot.com/,80023,8,1779779,Colorado,CO,"Thornton city, Colorado",134588,10585,21948,20710,7892,3915,31291,,,,,,8,77290
1,Thousand Oaks,6,1,Thousand Oaks,6,Grande Vista Drive,Thousand Oaks,LOW,1597172311.57466,https://www.lowes.com/,91320,6,1779778,California,CA,"Thousand Oaks city, California",128481,10574,12686,14950,13113,10351,50747,,,,,,6,78582
1,Three Rivers,26,,,,1301 S Us Highway 131,Three Rivers,HD,1597100469.50279,https://www.homedepot.com/,49093,26,1779789,Michigan,MI,"Three Rivers city, Michigan",7680,802,1411,762,548,406,17887,,,,,,26,79760
1,Tigard,41,1,Tigard,41,14800 Sw Sequoia Parkway,Tigard,HD,1597100680.58688,https://www.homedepot.com/,97224,41,1155107,Oregon,OR,"Tigard city, Oregon",52368,4043,8486,7568,4491,3130,39040,,,,,,41,73650
1,Tilton,33,1,Tilton,33,48,Tilton,LOW,1597173139.21585,https://www.lowes.com/,3276,33,1779794,New Hampshire,NH,"Tilton Northfield CDP, New Hampshire",3156,173,412,342,305,380,25985,,,,,,33,77100
1,Titusville,12,1,Titusville,12,4660,Titusville,LOW,1597172472.118,https://www.lowes.com/,32780,12,294478,Florida,FL,"Titusville city, Florida",45483,3176,5722,4557,5337,5131,25482,,,,,,12,71900
1,Toccoa,13,,,,302 Memorial Drive,Toccoa,HD,1597100356.89803,https://www.homedepot.com/,30577,13,1705317,Georgia,GA,"Toccoa city, Georgia",8274,945,1147,646,796,462,18808,,,,,,13,76756
3,Toledo,39,3,Toledo,39,Northville Drive,Toledo,LOW,1597173341.17775,https://www.lowes.com/,43612,39,1085497,Ohio,OH,"Toledo city, Ohio",278193,29965,43402,32030,22159,16552,21949,,,,,,39,77000
1,Toms River,34,1,Toms River,34,Hooper Avenue,Toms River,LOW,1597173180.0069,https://www.lowes.com/,8723,34,1779795,New Jersey,NJ,"Toms River CDP, New Jersey",88712,6861,10661,9602,9165,7645,38062,,,,,,34,73110
